adversario,altura,ano_nascimento,assistencias,bloqueios,carrinhos,chutes_certos,chutes_total,cidade_nascimento,codigo,cruzamentos,faltas_cometidas,faltas_sofridas,gols,impedimentos,nome,pais_nascimento,passes,peso,posicao,roubadas,time
Portugal,1.68,"24 July, 1986",0,2,2,0,0,Kumasi,533440,6,3,2,0,0,Harrison Afful,Ghana,41,83,Defender,15,Ghana
Portugal,1.85,"23 April, 1987",0,1,1,0,0,Accra,508854,0,1,1,0,0,John Boye,Ghana,21,72,Defender,4,Ghana
Portugal,1.82,"13 July, 1990",0,0,0,0,1,Accra,545667,0,1,0,0,0,Jonathan Mensah,Ghana,30,83,Defender,13,Ghana
Portugal,1.68,"9 December, 1988",1,0,1,0,1,Accra,446775,4,1,2,0,0,Kwadwo Asamoah,Ghana,36,78,Midfielder,7,Ghana
Portugal,1.65,"10 January, 1992",0,0,1,1,3,Ada Foah,618262,7,2,0,0,0,Christian Atsu,Ghana,24,68,Midfielder,4,Ghana
Portugal,1.89,"31 December, 1989",0,0,4,0,0,Accra,555210,0,3,0,0,0,Mohammed Rabiu,Ghana,27,70,Midfielder,8,Ghana
Portugal,1.73,"2 December, 1990",0,0,0,0,1,Seikwa,533446,0,1,3,0,0,Emmanuel Agyemang-Badu,Ghana,31,79,Midfielder,4,Ghana
Portugal,1.75,"17 December, 1989",0,0,0,0,0,Lille,397830,0,0,1,0,0,André Ayew,France,23,72,Midfielder,5,Ghana
Portugal,1.72,"19 September, 1991",0,0,2,0,1,Tamale,583025,1,3,3,0,2,Majeed Waris,Ghana,14,70,Forward,3,Ghana
Portugal,1.86,"22 November, 1985",0,0,1,4,9,Accra,346879,5,1,5,1,2,Asamoah Gyan,Ghana,11,77,Forward,2,Ghana
Portugal,1.79,"5 January, 1992",0,0,1,0,0,Accra,561661,0,0,0,0,0,Afriyie Acquah,Ghana,6,70,Midfielder,1,Ghana
Portugal,1.82,"11 September, 1991",0,0,0,1,1,Marseille,527802,1,0,1,0,0,Jordan Ayew,France,4,80,Forward,1,Ghana
Portugal,1.71,"25 July, 1990",0,0,0,0,1,Tamale,476984,0,0,1,0,0,Mubarak Wakaso,Ghana,4,72,Midfielder,0,Ghana
Portugal,1.80,"3 December, 1982",0,0,0,0,0,Accra,346104,0,0,0,0,0,Michael Essien,Ghana,0,85,Midfielder,0,Ghana
Portugal,1.85,"13 December, 1987",0,0,0,0,0,Lambeth,441046,0,0,0,0,0,Albert Adomah,England,0,74,Midfielder,0,Ghana
Portugal,1.79,"1 June, 1989",0,0,0,0,0,Sekondi-Takoradi,533452,0,0,0,0,0,Samuel Inkoom,Ghana,0,75,Defender,0,Ghana
Portugal,1.72,"18 October, 1990",0,0,0,0,0,Accra,551863,0,0,0,0,0,Daniel Opare,Ghana,0,73,Defender,0,Ghana
Portugal,1.82,"18 December, 1992",0,0,0,0,0,Cape Coast,723261,0,0,0,0,0,Rashid Sumaila,Ghana,0,80,Defender,0,Ghana
Ghana,1.83,"1 May, 1982",0,0,0,0,0,Lisbon,495352,0,0,0,0,0,Beto,Portugal,0,81,Goalkeeper,0,Portugal
Ghana,1.87,"19 September, 1982",0,0,0,0,0,Mirandela,349453,0,0,0,0,0,Eduardo,Portugal,0,84,Goalkeeper,0,Portugal
Portugal,1.90,"12 December, 1987",0,0,0,0,0,Oslo,482076,0,0,0,0,0,Adam Kwarasey,Norway,0,84,Goalkeeper,0,Ghana
Portugal,1.77,"28 September, 1984",0,0,0,0,0,Khumasi,545664,0,0,0,0,0,Stephen Adams,Ghana,0,78,Goalkeeper,0,Ghana
Russia,1.84,"22 October, 1991",0,0,5,0,0,Chalons-au-Champagne,558856,2,1,0,0,1,Aissa Mandi,France,26,78,Defender,11,Algeria
Russia,1.90,"1 January, 1989",0,1,1,0,1,Mekla,706676,0,1,2,0,0,Esseid Belkalem,Algeria,28,90,Defender,9,Algeria
Russia,1.87,"2 September, 1986",0,1,0,0,0,Algiers,520909,0,0,0,0,0,Rafik Halliche,Algeria,34,77,Defender,9,Algeria
Russia,1.79,"9 October, 1984",0,2,5,1,1,Zighoud Youcef,402037,2,4,0,0,0,Djamel Mesbah,Algeria,45,74,Defender,7,Algeria
Russia,1.80,"15 May, 1985",0,1,2,0,0,Lyon,347810,1,3,1,0,0,Carl Medjani,France,31,77,Defender,7,Algeria
Russia,1.89,"24 November, 1994",0,1,0,0,1,Lille,797903,1,0,0,0,0,Nabil Bentaleb,France,55,68,Midfielder,16,Algeria
Russia,1.77,"26 December, 1989",0,1,3,1,1,Levallois-Perret,440563,1,2,3,0,0,Sofiane Feghouli,France,27,71,Forward,6,Algeria
Russia,1.71,"8 February, 1990",1,0,3,1,1,Paris,397897,4,1,4,0,0,Yacine Brahimi,France,26,68,Midfielder,2,Algeria
Russia,1.68,"31 January, 1987",0,0,2,1,1,Setif,719156,3,0,2,0,1,Abdelmoumene Djabou,Algeria,15,66,Forward,3,Algeria
Russia,1.88,"18 June, 1988",0,0,1,2,2,Algiers,657130,0,1,0,1,0,Islam Slimani,Algeria,14,79,Forward,2,Algeria
Russia,1.88,"14 May, 1984",0,1,1,0,0,Saint-Maurice,347681,0,1,0,0,0,Hassan Yebda,France,5,80,Midfielder,2,Algeria
Russia,1.83,"20 April, 1990",0,0,1,0,0,Marseille,698366,0,1,0,0,0,Nabil Ghilas,France,3,85,Forward,1,Algeria
Russia,1.77,"25 November, 1987",0,0,0,0,0,Chlef,619171,0,0,2,0,0,El Arabi Soudani,Algeria,0,75,Forward,0,Algeria
Russia,1.75,"15 March, 1984",0,0,0,0,0,Paris,374914,0,0,0,0,0,Mehdi Lacen,France,0,72,Midfielder,0,Algeria
Russia,1.89,"7 October, 1982",0,0,0,0,0,Longvic,376672,0,0,0,0,0,Madjid Bouguerra,France,0,89,Defender,0,Algeria
Russia,1.82,"30 August, 1983",0,0,0,0,0,Dijon,459424,0,0,0,0,0,Mehdi Mostefa,France,0,82,Midfielder,0,Algeria
Russia,1.79,"29 February, 1992",0,0,0,0,0,Castres,543904,0,0,0,0,0,Saphir Taider,France,0,73,Midfielder,0,Algeria
Russia,1.84,"1 February, 1991",0,0,0,0,0,Saint-Priest-en-Jarez,575270,0,0,0,0,0,Faouzi Ghoulam,France,0,80,Defender,0,Algeria
Russia,1.87,"5 March, 1988",0,0,0,0,0,Tolouse,577897,0,0,0,0,0,Liassine Cadamuro,France,0,81,Defender,0,Algeria
Russia,1.79,"21 February, 1991",0,0,0,0,0,Sarcelles,605046,0,0,0,0,0,Riyad Mahrez,France,0,66,Forward,0,Algeria
Algeria,1.85,"25 December, 1986",0,3,2,0,0,Petrozavodsk,589686,0,3,0,0,0,Aleksei Kozlov,USSR,37,78,Defender,11,Russia
Algeria,1.88,"20 June, 1982",0,0,1,0,0,Moscow,349032,0,1,0,0,0,Vasily Berezutskiy,USSR,59,83,Defender,11,Russia
Algeria,1.86,"14 July, 1979",0,0,1,0,0,Moscow,348910,0,1,1,0,0,Sergey Ignashevich,USSR,58,75,Defender,15,Russia
Algeria,1.82,"22 January, 1987",1,0,3,1,1,Moscow,514875,7,3,4,0,0,Dmitry Kombarov,USSR,49,73,Defender,5,Russia
Algeria,1.82,"27 January, 1987",0,1,1,0,0,Millerovo,589004,0,1,0,0,0,Denis Glushakov,USSR,23,72,Midfielder,7,Russia
Algeria,1.76,"22 April, 1986",0,0,0,0,0,Nakhodka,442366,0,0,1,0,0,Viktor Fayzulin,USSR,56,72,Midfielder,4,Russia
Algeria,1.78,"19 July, 1984",0,1,1,1,1,Moscow,415208,11,1,3,0,0,Alexander Samedov,USSR,36,75,Forward,3,Russia
Algeria,1.82,"19 March, 1991",0,2,1,2,3,Moscow,514873,0,2,2,1,1,Alexander Kokorin,USSR,22,79,Forward,4,Russia
Algeria,1.76,"29 July, 1990",0,0,1,0,1,Nizhny Tagil,649698,1,0,0,0,0,Oleg Shatov,USSR,21,64,Midfielder,2,Russia
Algeria,1.75,"27 November, 1982",0,0,0,2,3,Kingisepp,367842,1,0,2,0,2,Aleksandr Kerzhakov,USSR,4,76,Forward,0,Russia
Algeria,1.84,"14 July, 1991",0,0,0,0,0,St. Petersburg,566706,1,0,0,0,0,Maksim Kanunnikov,USSR,2,77,Forward,0,Russia
Algeria,1.76,"17 May, 1984",0,0,1,1,1,St. Petersburg,415166,0,1,2,0,0,Igor Denisov,USSR,38,70,Midfielder,5,Russia
Algeria,1.78,"17 June, 1990",0,0,1,0,0,Beslan,481182,0,1,0,0,0,Alan Dzagoev,USSR,11,70,Midfielder,1,Russia
Algeria,1.80,"20 August, 1983",0,0,0,0,0,Tambov,349037,0,0,0,0,0,Yury Zhirkov,USSR,0,75,Forward,0,Russia
Algeria,1.78,"18 February, 1989",0,0,0,0,0,Kingisepp,415170,0,0,0,0,0,Alexey Ionov,USSR,0,68,Forward,0,Russia
Algeria,1.79,"27 April, 1991",0,0,0,0,0,Moscow,482127,0,0,0,0,0,Georgy Shchennikov,USSR,0,69,Defender,0,Russia
Algeria,1.84,"22 May, 1987",0,0,0,0,0,Ulan-Ude,514872,0,0,0,0,0,Vladimir Granat,USSR,0,78,Defender,0,Russia
Algeria,1.83,"25 January, 1993",0,0,0,0,0,Kingisepp,589810,0,0,0,0,0,Pavel Mogilevets,Russia,0,70,Midfielder,0,Russia
Algeria,1.77,"9 February, 1984",0,0,0,0,0,Irkutsk,606860,0,0,0,0,0,Andrey Eshchenko,USSR,0,62,Defender,0,Russia
Algeria,1.91,"24 March, 1989",0,0,0,0,0,Moscow,709617,0,0,0,0,0,Andrey Semenov,USSR,0,86,Defender,0,Russia
Russia,1.86,"25 April, 1986",0,0,0,0,0,Paris,374864,0,0,0,0,0,Rais M'Bolhi,France,0,80,Goalkeeper,0,Algeria
Russia,1.87,"19 March, 1985",0,0,0,0,0,Mila,536847,0,0,0,0,0,Mohamed Zemmamouche,Algeria,0,82,Goalkeeper,0,Algeria
Russia,1.82,"9 January, 1985",0,0,0,0,0,Roanne,706821,0,0,0,0,0,Cedric Si Mohamed,France,0,68,Goalkeeper,0,Algeria
Algeria,1.92,"19 September, 1980",0,0,0,0,0,Shebekino,481280,0,0,0,0,0,Sergey Ryzhikov,USSR,0,92,Goalkeeper,0,Russia
Algeria,1.86,"26 May, 1990",0,0,0,0,0,Vladimir,541993,0,0,0,0,0,Yury Lodygin,USSR,0,77,Goalkeeper,0,Russia
Belgium,1.80,"24 December, 1986",0,2,1,1,1,Seoul,650483,1,2,1,0,0,Yong Lee,South Korea,33,74,Defender,5,Korea Republic
Belgium,1.87,"27 February, 1990",0,0,0,0,1,Jeonju,540414,0,1,2,0,0,Kim Young-Gwon,South Korea,36,74,Defender,8,Korea Republic
Belgium,1.88,"12 August, 1989",0,1,1,0,0,Jeju,583083,1,1,0,0,0,Jeong-Ho Hong,South Korea,36,77,Defender,9,Korea Republic
Belgium,1.82,"13 February, 1990",0,3,0,0,0,Suwon,583088,2,3,2,0,0,Suk-Young Yun,South Korea,33,74,Defender,4,Korea Republic
Belgium,1.80,"2 July, 1988",0,1,1,1,2,Seoul,473961,4,2,1,0,0,Chung-Yong Lee,South Korea,31,69,Midfielder,3,Korea Republic
Belgium,1.83,"19 April, 1990",0,1,0,0,0,Seoul,540313,0,0,0,0,0,Kook-Young Han,South Korea,19,74,Midfielder,2,Korea Republic
Belgium,1.86,"24 January, 1989",0,0,1,3,5,Gwanju,473962,1,3,2,0,0,Sung-Yueng Ki,South Korea,60,79,Midfielder,10,Korea Republic
Belgium,1.83,"8 July, 1992",0,1,0,0,0,Chuncheon,568442,2,0,0,0,0,Heung-Min Son,South Korea,13,76,Midfielder,2,Korea Republic
Belgium,1.82,"27 February, 1989",0,0,1,3,3,Chungju,537368,0,3,0,0,1,Ja-Cheol Koo,South Korea,37,75,Forward,5,Korea Republic
Belgium,1.96,"14 April, 1988",0,0,0,0,0,Gwacheon,537371,0,1,3,0,0,Shin-Wook Kim,South Korea,13,94,Forward,0,Korea Republic
Belgium,1.86,"28 May, 1991",0,0,0,1,1,Jeju,583329,0,0,0,0,0,Dong-Won Ji,South Korea,10,77,Midfielder,0,Korea Republic
Belgium,1.78,"6 October, 1989",0,0,1,0,0,Gurye,540398,0,0,0,0,0,Bo-Kyung Kim,South Korea,22,73,Midfielder,0,Korea Republic
Belgium,1.77,"11 April, 1985",0,0,1,3,5,Incheon,461735,1,0,0,0,0,Keun-Ho Lee,South Korea,12,75,Forward,3,Korea Republic
Belgium,1.74,"16 January, 1987",0,0,0,0,0,Seoul,390097,0,0,0,0,0,Joo-Ho Park,South Korea,0,69,Defender,0,Korea Republic
Belgium,1.79,"12 September, 1985",0,0,0,0,0,Busan,461729,0,0,0,0,0,Chang-Soo Kim,South Korea,0,74,Defender,0,Korea Republic
Belgium,1.83,"10 July, 1985",0,0,0,0,0,Daegu,476950,0,0,0,0,0,Chu-Young Park,South Korea,0,70,Forward,0,Korea Republic
Belgium,1.85,"8 July, 1981",0,0,0,0,0,Chilgok,481764,0,0,0,0,0,Tae-Hwi Kwak,South Korea,0,80,Defender,0,Korea Republic
Belgium,1.82,"2 March, 1985",0,0,0,0,0,Incheon,487107,0,0,0,0,0,Ha Dae-Sung,South Korea,0,73,Midfielder,0,Korea Republic
Belgium,1.82,"27 June, 1989",0,0,0,0,0,Cheongju,618251,0,0,0,0,0,Hwang Seok-Ho,South Korea,0,80,Defender,0,Korea Republic
Belgium,1.80,"10 March, 1989",0,0,0,0,0,Seongnam,618254,0,0,0,0,0,Park Jong-Woo,South Korea,0,74,Midfielder,0,Korea Republic
Korea Republic,1.85,"24 October, 1987",0,0,1,0,0,Likasi,347131,1,1,1,0,0,Anthony Vanden Borre,DR Congo,40,89,Defender,3,Belgium
Korea Republic,1.96,"7 February, 1978",0,3,1,1,1,Chimay,345514,0,0,1,0,0,Daniel Van Buyten,Belgium,27,95,Defender,8,Belgium
Korea Republic,1.88,"20 March, 1985",0,1,1,0,0,Bruges,347082,0,2,0,0,0,Nicolas Lombaerts,Belgium,30,83,Defender,5,Belgium
Korea Republic,1.89,"24 April, 1987",0,2,1,2,4,Sint-Niklaas,348329,2,0,0,1,0,Jan Vertonghen,Belgium,28,86,Defender,5,Belgium
Korea Republic,1.73,"15 April, 1988",0,0,1,0,0,Mechelen,347218,0,2,1,0,0,Steven Defour,Belgium,23,70,Midfielder,8,Belgium
Korea Republic,1.85,"16 July, 1987",0,3,5,0,0,Wilrijk,348248,0,1,3,0,0,Moussa Dembele,Belgium,33,82,Midfielder,6,Belgium
Chile,1.80,"9 January, 1985",0,0,0,0,0,Crevillente,348703,0,0,0,0,0,Juanfran,Spain,0,72,Defender,0,Spain
Chile,1.87,"4 September, 1985",0,0,0,0,0,Villamarchante,348737,0,0,0,0,0,Raúl Albiol,Spain,0,82,Defender,0,Spain
Chile,1.92,"2 February, 1987",0,0,0,0,0,Barcelona,348781,0,0,0,0,0,Gerard Piqué,Spain,0,85,Defender,0,Spain
Chile,1.71,"28 April, 1988",0,0,0,0,0,Burgos,396446,0,0,0,0,0,Juan Mata,Spain,0,61,Forward,0,Spain
Spain,1.71,"3 August, 1987",0,0,2,0,0,Santiago,390012,0,0,2,0,0,Gary Medel,Chile,30,74,Defender,11,Chile
Spain,1.78,"11 February, 1986",0,0,1,0,0,Quillota,373900,0,2,1,0,0,Francisco Silva,Chile,34,80,Midfielder,9,Chile
Spain,1.77,"29 August, 1985",0,0,1,0,1,Santiago,375735,0,1,1,0,0,Gonzalo Jara,Chile,40,79,Defender,10,Chile
Spain,1.77,"12 June, 1988",0,3,1,0,1,Santiago,359932,0,0,2,0,1,Mauricio Isla,Chile,34,72,Defender,2,Chile
Spain,1.71,"17 April, 1989",1,0,1,1,1,Puente Alto,376177,0,0,1,1,0,Charles Aranguiz,Chile,11,66,Midfielder,3,Chile
Spain,1.68,"30 December, 1986",0,0,2,0,0,Santiago,359225,1,3,0,0,0,Marcelo Díaz,Chile,32,67,Midfielder,5,Chile
Spain,1.74,"18 July, 1988",0,1,0,0,0,Vina del Mar,562261,0,1,0,0,0,Eugenio Mena,Chile,27,68,Defender,7,Chile
Spain,1.75,"20 November, 1989",0,0,0,2,2,Santiago,376173,0,0,0,1,0,Eduardo Vargas,Chile,20,69,Forward,4,Chile
Spain,1.78,"22 May, 1987",0,0,0,0,0,Santiago,359610,1,5,2,0,0,Arturo Vidal,Chile,31,75,Midfielder,10,Chile
Spain,1.69,"19 December, 1988",0,0,0,1,1,Tocopilla,487289,1,3,2,0,1,Alexis Sánchez,Chile,20,70,Forward,5,Chile
Spain,1.79,"21 February, 1987",0,0,0,0,0,Coquimbo,390332,0,0,0,0,0,Carlos Carmona,Chile,1,68,Midfielder,0,Chile
Spain,1.75,"8 October, 1990",0,0,0,0,1,Valparaiso,536956,0,0,1,0,0,Felipe Gutiérrez,Chile,10,64,Midfielder,2,Chile
Spain,1.73,"19 October, 1983",0,0,0,0,0,Maracay,372134,0,0,0,0,0,Jorge Valdivia,Venezuela,0,71,Midfielder,0,Chile
Spain,1.85,"4 February, 1984",0,0,0,0,0,San Bernardo,345016,0,0,0,0,0,Mauricio Pinilla,Chile,0,75,Forward,0,Chile
Spain,1.70,"22 February, 1985",0,0,0,0,0,Santiago,359808,0,0,0,0,0,Jose Fuenzalida,Chile,0,67,Midfielder,0,Chile
Spain,1.79,"1 August, 1980",0,0,0,0,0,Santiago,372141,0,0,0,0,0,Esteban Paredes,Chile,0,78,Forward,0,Chile
Spain,1.74,"23 June, 1983",0,0,0,0,0,Talagante,374561,0,0,0,0,0,Jose Rojas,Chile,0,77,Defender,0,Chile
Spain,1.68,"27 January, 1986",0,0,0,0,0,Santiago de Chile,387261,0,0,0,0,0,Fabián Orellana,Chile,0,69,Forward,0,Chile
Spain,1.78,"1 June, 1984",0,0,0,0,0,Santiago,489253,0,0,0,0,0,Jean Beausejour,Chile,0,80,Midfielder,0,Chile
Spain,1.80,"30 November, 1990",0,0,0,0,0,Stockholm,580876,0,0,0,0,0,Miiko Albornoz,Sweden,0,80,Defender,0,Chile
Chile,1.85,"20 May, 1981",0,0,0,0,0,Mostoles,348438,0,0,0,0,0,Iker Casillas,Spain,0,84,Goalkeeper,0,Spain
Chile,1.87,"31 August, 1982",0,0,0,0,0,Madrid,346084,0,0,0,0,0,Pepe Reina,Spain,0,92,Goalkeeper,0,Spain
Spain,1.83,"9 May, 1981",0,0,0,0,0,Angol,374546,0,0,0,0,0,Johnny Herrera,Chile,0,81,Goalkeeper,0,Chile
Spain,1.81,"15 June, 1988",0,0,0,0,0,Antofagasta,389706,0,0,0,0,0,Cristopher Toselli,Chile,0,76,Goalkeeper,0,Chile
Croatia,1.90,"20 May, 1986",0,1,1,0,3,Yaounde,347769,3,0,1,0,0,Stephane Mbia,Cameroon,34,85,Midfielder,4,Cameroon
Croatia,1.85,"20 June, 1985",0,0,1,0,0,Douala,395468,0,1,0,0,0,Aurelien Chedjou,Cameroon,17,77,Defender,3,Cameroon
Croatia,1.85,"27 March, 1990",0,1,1,0,0,Yaounde,461806,0,0,0,0,0,Nicolas N'Koulou,Cameroon,30,77,Defender,3,Cameroon
Croatia,1.78,"24 March, 1984",0,3,0,0,0,Arras,346150,4,1,0,0,0,Benoit Assou-Ekotto,France,30,70,Defender,4,Cameroon
Croatia,1.83,"9 September, 1987",0,0,0,1,1,Douala,346175,1,1,1,0,0,Alex Song,Cameroon,20,74,Midfielder,0,Cameroon
Croatia,1.94,"8 August, 1991",0,1,2,0,0,Bochum,496822,0,3,1,0,0,Joel Matip,Germany,24,88,Midfielder,2,Cameroon
Croatia,1.80,"23 March, 1986",0,1,2,1,1,Kumba,474975,0,2,2,0,0,Eyong Enoh,Cameroon,23,70,Midfielder,3,Cameroon
Croatia,1.90,"23 March, 1989",0,0,0,2,2,Hamburg,397547,1,0,0,0,0,Eric Maxim Choupo-Moting,West Germany,14,84,Forward,1,Cameroon
Croatia,1.76,"22 January, 1992",0,0,2,2,5,Yaounde,546158,1,1,1,0,0,Vincent Aboubakar,Cameroon,15,82,Forward,0,Cameroon
Croatia,1.78,"12 November, 1988",0,1,0,0,2,Douala,534471,1,1,3,0,0,Benjamin Moukandjo,Cameroon,19,74,Forward,1,Cameroon
Croatia,1.83,"11 April, 1986",0,1,1,0,2,Yaounde,505342,0,1,0,0,0,Dany Nounkeu,Cameroon,13,80,Defender,0,Cameroon
Croatia,1.80,"20 January, 1982",0,0,0,1,2,Bafoussam,348691,0,0,0,0,0,Pierre Webó,Cameroon,3,78,Forward,0,Cameroon
Croatia,1.63,"17 August, 1992",0,0,2,0,0,Garoua,604618,2,0,0,0,0,Edgar Salli,Cameroon,7,64,Midfielder,1,Cameroon
Croatia,1.70,"29 May, 1983",0,0,0,0,0,Yaounde,347594,0,0,0,0,0,Jean Makoun,Cameroon,0,65,Midfielder,0,Cameroon
Croatia,1.72,"28 November, 1985",0,0,0,0,0,Yaounde,347756,0,0,0,0,0,Landry N'Guemo,Cameroon,0,70,Midfielder,0,Cameroon
Croatia,1.81,"10 March, 1981",0,0,0,0,0,Nkon,348449,0,0,0,0,0,Samuel Eto'o,Cameroon,0,75,Forward,0,Cameroon
Croatia,1.76,"4 June, 1984",0,0,0,0,0,Douala,370625,0,0,0,0,0,Henri Bedimo,Cameroon,0,80,Defender,0,Cameroon
Croatia,1.70,"10 May, 1988",0,0,0,0,0,Neuilly Sur Seine,501420,0,0,0,0,0,Allan Nyom,France,0,81,Defender,0,Cameroon
Croatia,1.77,"12 May, 1996",0,0,0,0,0,Douala,699302,0,0,0,0,0,Fabrice Olinga,Cameroon,0,66,Forward,0,Cameroon
Croatia,1.75,"28 August, 1992",0,0,0,0,0,Mankwa,826586,0,0,0,0,0,Cedric Djeugoue,Cameroon,0,78,Defender,0,Cameroon
Cameroon,1.82,"1 May, 1982",0,0,3,2,3,Metkovic,348951,2,1,1,0,0,Darijo Srna,Yugoslavia,35,72,Defender,2,Croatia
Cameroon,1.92,"5 February, 1986",0,4,0,0,0,Derventa,398553,0,0,1,0,0,Vedran Corluka,Yugoslavia,38,84,Defender,3,Croatia
Cameroon,1.88,"5 July, 1989",0,3,1,0,0,Zenica,466741,0,1,0,0,0,Dejan Lovren,Yugoslavia,37,84,Defender,2,Croatia
Cameroon,1.72,"2 December, 1981",1,1,6,1,1,Nasice,348254,1,1,0,0,1,Danijel Pranjic,Yugoslavia,47,70,Defender,3,Croatia
Cameroon,1.73,"9 September, 1985",0,1,2,1,1,Zadar,360063,2,1,2,0,0,Luka Modric,Yugoslavia,39,65,Midfielder,4,Croatia
Cameroon,1.84,"10 March, 1988",0,0,2,1,2,Mohlin,349448,1,0,0,0,0,Ivan Rakitic,Switzerland,52,76,Midfielder,10,Croatia
Cameroon,1.87,"2 February, 1989",1,0,0,2,3,Split,471072,6,0,4,1,0,Ivan Perisic,Yugoslavia,14,80,Midfielder,3,Croatia
Cameroon,1.78,"23 April, 1987",0,0,3,1,2,Itabuna,360028,0,2,1,0,0,Sammir,Brazil,23,77,Midfielder,3,Croatia
Cameroon,1.83,"14 September, 1979",0,0,5,2,3,Davor,351270,4,0,0,1,0,Ivica Olic,Yugoslavia,12,85,Forward,1,Croatia
Cameroon,1.88,"21 May, 1986",0,0,1,2,4,Slavonski Brod,415334,0,2,2,2,2,Mario Mandzukic,Yugoslavia,15,84,Forward,2,Croatia
Cameroon,1.85,"21 September, 1993",0,0,0,1,1,Split,738854,0,0,0,0,0,Ante Rebic,Croatia,3,80,Forward,0,Croatia
Cameroon,1.81,"6 May, 1994",0,0,1,0,0,Linz,582489,0,1,0,0,0,Mateo Kovacic,Austria,11,75,Midfielder,1,Croatia
Cameroon,1.77,"25 February, 1983",0,0,1,1,1,Rio de Janeiro,360044,0,0,0,0,1,Eduardo,Brazil,8,72,Forward,1,Croatia
Cameroon,1.87,"27 August, 1985",0,0,0,0,0,Capljina,396687,0,0,0,0,0,Nikica Jelavic,Yugoslavia,0,84,Forward,0,Croatia
Cameroon,1.91,"18 March, 1985",0,0,0,0,0,Sibenik,415336,0,0,0,0,0,Gordon Schildenfeld,Yugoslavia,0,90,Defender,0,Croatia
Cameroon,1.84,"20 December, 1983",0,0,0,0,0,Bjelovar,415338,0,0,0,0,0,Ognjen Vukojevic,Yugoslavia,0,85,Midfielder,0,Croatia
Cameroon,1.86,"25 February, 1989",0,0,0,0,0,Zagreb,466739,0,0,0,0,0,Milan Badelj,Yugoslavia,0,76,Midfielder,0,Croatia
Cameroon,1.83,"10 January, 1992",0,0,0,0,0,Zara,541547,0,0,0,0,0,Šime Vrsaljko,Croatia,0,75,Defender,0,Croatia
Cameroon,1.84,"29 April, 1989",0,0,0,0,0,Donji Miholjac,547151,0,0,0,0,0,Domagoj Vida,Yugoslavia,0,73,Defender,0,Croatia
Cameroon,1.81,"16 November, 1992",0,0,0,0,0,Zagreb,612564,0,0,0,0,0,Marcelo Brozovic,Croatia,0,68,Midfielder,0,Croatia
Croatia,1.85,"2 November, 1982",0,0,0,0,0,Bobigny,347466,0,0,0,0,0,Charles Itandje,France,0,83,Goalkeeper,0,Cameroon
Croatia,1.78,"25 February, 1990",0,0,0,0,0,Yaounde,521485,0,0,0,0,0,Sammy N'Djock,Cameroon,0,85,Goalkeeper,0,Cameroon
Croatia,1.78,"14 April, 1992",0,0,0,0,0,Douala,826585,0,0,0,0,0,Loic Feudjou,Cameroon,0,86,Goalkeeper,0,Cameroon
Cameroon,1.91,"27 October, 1984",0,0,0,0,0,Zadar,481245,0,0,0,0,0,Danijel Subašić,Yugoslavia,0,84,Goalkeeper,0,Croatia
Cameroon,1.91,"14 May, 1993",0,0,0,0,0,Zagreb,608491,0,0,0,0,0,Oliver Zelenika,Croatia,0,82,Goalkeeper,0,Croatia
Ivory Coast,1.71,"14 December, 1985",0,2,0,0,0,Chigorodo,371070,0,0,2,0,0,Juan Zuniga,Colombia,31,72,Defender,9,Colombia
Ivory Coast,1.87,"30 September, 1986",0,3,0,0,0,Padilla,346357,0,1,1,0,0,Cristian Zapata,Colombia,27,82,Defender,6,Colombia
Ivory Coast,1.86,"13 January, 1976",0,2,2,0,1,Cali,347398,0,0,1,0,1,Mario Yepes,Colombia,26,83,Defender,10,Colombia
Ivory Coast,1.74,"2 November, 1986",0,1,0,0,0,Tumaco,374302,2,1,1,0,1,Pablo Armero,Colombia,28,81,Defender,9,Colombia
Ivory Coast,1.82,"6 February, 1986",0,1,3,1,1,Quibdo,395451,0,0,1,0,0,Carlos Sánchez,Colombia,28,82,Midfielder,7,Colombia
Ivory Coast,1.78,"26 May, 1988",1,0,2,2,2,Necocli,490689,5,1,5,0,0,Juan Cuadrado,Colombia,24,66,Midfielder,1,Colombia
Ivory Coast,1.80,"12 July, 1991",0,0,3,2,2,Cucuta,491720,4,3,0,1,0,James Rodríguez,Colombia,34,77,Midfielder,6,Colombia
Ivory Coast,1.88,"19 May, 1990",0,0,2,0,0,Santiago de Cali,608422,1,1,0,0,0,Víctor Ibarbo,Colombia,9,78,Forward,1,Colombia
Ivory Coast,1.80,"17 May, 1985",1,1,0,1,3,Barranquilla,516681,0,1,1,0,1,Teófilo Gutiérrez,Colombia,13,72,Forward,0,Colombia
Ivory Coast,1.71,"13 January, 1992",0,0,0,0,0,Medellin,716865,0,1,0,0,0,Santiago Arias,Colombia,5,68,Defender,1,Colombia
Ivory Coast,1.79,"11 July, 1988",0,0,1,0,0,Barranquilla,588006,0,0,0,0,0,Alexander Mejía,Colombia,0,78,Midfielder,1,Colombia
Ivory Coast,1.68,"18 January, 1993",0,0,0,2,2,Medellin,648645,1,0,1,1,0,Juan Quintero,Colombia,9,64,Midfielder,2,Colombia
Ivory Coast,1.87,"30 June, 1986",0,0,0,0,0,Puerto Boyaca,347380,0,0,0,0,0,Fredy Guarín,Colombia,0,77,Midfielder,0,Colombia
