nome,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,distancia,jogos,time
9   GHILAS,1.0,10.0,2.0,1.0,0.0,5645.0,3,Argélia
9   GHILAS,1.0,10.0,2.0,1.0,0.0,5645.0,3,Argélia
9   GIROUD,5.0,24.0,0.0,0.0,0.0,12091.0,3,França
9   GIROUD,5.0,24.0,0.0,0.0,0.0,12091.0,3,França
9   GIROUD,5.0,24.0,0.0,0.0,0.0,12091.0,3,França
9   H M SON,5.0,61.0,6.0,0.0,0.0,27813.0,3,Coreia do Sul
9   H M SON,5.0,61.0,6.0,0.0,0.0,27813.0,3,Coreia do Sul
9   H M SON,5.0,61.0,6.0,0.0,0.0,27813.0,3,Coreia do Sul
9   H. ALMEIDA,1.0,4.0,0.0,0.0,0.0,2948.0,1,Portugal
9   HIGUAIN,4.0,53.0,3.0,0.0,0.0,23382.0,3,Argentina
9   HIGUAIN,4.0,53.0,3.0,0.0,0.0,23382.0,3,Argentina
9   HIGUAIN,4.0,53.0,3.0,0.0,0.0,23382.0,3,Argentina
9   IBIŠEVIĆ,5.0,29.0,3.0,1.0,0.0,18169.0,3,Bósnia e Herzegovina
9   IBIŠEVIĆ,5.0,29.0,3.0,1.0,0.0,18169.0,3,Bósnia e Herzegovina
9   IBIŠEVIĆ,5.0,29.0,3.0,1.0,0.0,18169.0,3,Bósnia e Herzegovina
9   J. PALACIOS,1.0,12.0,0.0,0.0,0.0,5670.0,1,Honduras
9   JELAVIĆ,1.0,12.0,0.0,1.0,0.0,11473.0,2,Croácia
9   JELAVIĆ,1.0,12.0,0.0,1.0,0.0,11473.0,2,Croácia
9   JOHANNSSON,1.0,12.0,1.0,0.0,0.0,9091.0,1,EUA
9   KOKORIN,8.0,56.0,4.0,3.0,0.0,35316.0,3,Rússia
9   KOKORIN,8.0,56.0,4.0,3.0,0.0,35316.0,3,Rússia
9   KOKORIN,8.0,56.0,4.0,3.0,0.0,35316.0,3,Rússia
9   L. SUAREZ,12.0,33.0,2.0,5.0,0.0,18144.0,2,Uruguai
9   L. SUAREZ,12.0,33.0,2.0,5.0,0.0,18144.0,2,Uruguai
9   LUKAKU,1.0,18.0,0.0,2.0,0.0,12516.0,2,Bélgica
9   LUKAKU,1.0,18.0,0.0,2.0,0.0,12516.0,2,Bélgica
9   MITROGLOU,2.0,11.0,0.0,0.0,0.0,6770.0,2,Grécia
9   MITROGLOU,2.0,11.0,0.0,0.0,0.0,6770.0,2,Grécia
9   OKAZAKI,2.0,35.0,5.0,3.0,0.0,27664.0,3,Japão
9   OKAZAKI,2.0,35.0,5.0,3.0,0.0,27664.0,3,Japão
9   OKAZAKI,2.0,35.0,5.0,3.0,0.0,27664.0,3,Japão
9   PINILLA,4.0,13.0,1.0,3.0,0.0,6117.0,3,Chile
9   PINILLA,4.0,13.0,1.0,3.0,0.0,6117.0,3,Chile
9   PINILLA,4.0,13.0,1.0,3.0,0.0,6117.0,3,Chile
9   PRINCE,3.0,28.0,0.0,0.0,0.0,10296.0,2,Gana
9   PRINCE,3.0,28.0,0.0,0.0,0.0,10296.0,2,Gana
9   R. JIMENEZ,1.0,0.0,1.0,0.0,0.0,1142.0,1,México
9   ROJAS,0.0,4.0,0.0,0.0,0.0,2099.0,1,Equador
9   SCHÜRRLE,1.0,12.0,0.0,0.0,0.0,3941.0,2,Alemanha
9   SCHÜRRLE,1.0,12.0,0.0,0.0,0.0,3941.0,2,Alemanha
9   SEFEROVIC,3.0,24.0,0.0,1.0,0.0,13093.0,3,Suíça
9   SEFEROVIC,3.0,24.0,0.0,1.0,0.0,13093.0,3,Suíça
9   SEFEROVIC,3.0,24.0,0.0,1.0,0.0,13093.0,3,Suíça
9   STURRIDGE,12.0,53.0,4.0,1.0,0.0,26864.0,3,Inglaterra
9   STURRIDGE,12.0,53.0,4.0,1.0,0.0,26864.0,3,Inglaterra
9   STURRIDGE,12.0,53.0,4.0,1.0,0.0,26864.0,3,Inglaterra
9   TAGGART,0.0,4.0,0.0,0.0,0.0,6936.0,2,Austrália
9   TAGGART,0.0,4.0,0.0,0.0,0.0,6936.0,2,Austrália
9   TEO,5.0,48.0,1.0,1.0,0.0,25422.0,3,Colômbia
9   TEO,5.0,48.0,1.0,1.0,0.0,25422.0,3,Colômbia
9   TEO,5.0,48.0,1.0,1.0,0.0,25422.0,3,Colômbia
9   TIOTE,3.0,155.0,17.0,9.0,0.0,27426.0,3,Costa do Marfim
9   TIOTE,3.0,155.0,17.0,9.0,0.0,27426.0,3,Costa do Marfim
9   TIOTE,3.0,155.0,17.0,9.0,0.0,27426.0,3,Costa do Marfim
9   TORRES,2.0,29.0,0.0,0.0,0.0,17208.0,3,Espanha
9   TORRES,2.0,29.0,0.0,0.0,0.0,17208.0,3,Espanha
9   TORRES,2.0,29.0,0.0,0.0,0.0,17208.0,3,Espanha
9   V. PERSIE,8.0,26.0,0.0,1.0,0.0,18790.0,2,Holanda
9   V. PERSIE,8.0,26.0,0.0,1.0,0.0,18790.0,2,Holanda
