nome,adversario,Altura,Cartões Amarelos,Assistências,Assistências - Média,Bloqueios,Bloqueios - Média,Carrinhos,Carrinhos - Média,Chutes Certos,Chutes Certos - Média,Chutes ao gol,Chutes ao gol - Média,Cruzamentos,Cruzamentos - Média,Faltas Cometidas,Faltas Cometidas - Média,Faltas Sofridas,Faltas Sofridas - Média,Gols,Gols - Média,Impedimentos,Impedimentos - Média,Jogos,Passes,Passes - Média,Peso,posicao,Roubadas,Roubadas - Média,time,Cartões Vermelhos,Chutes convertidos em gols (%),Acerto de chutes (%),Idade
Cristian Rodríguez,Todos,1.78,0.0,0,0.0,1,0.2,6,1.5,2,0.5,4,1.0,3,0.8,5,1.2,10,2.5,0,0.0,0,0.0,4.0,102,25.5,81,Meio Campo,16,4.0,Uruguai,0.0,0.0,0.5,28
Rio Mavuba,Todos,1.72,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1.0,26,26.0,74,Meio Campo,0,0.0,França,0.0,inf,inf,30
Bacary Sagna,Todos,1.75,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,6,6.0,0,0.0,1,1.0,0,0.0,0,0.0,1.0,40,40.0,72,Zagueiro,1,1.0,França,0.0,inf,inf,31
Hassan Yebda,Todos,1.88,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1.0,5,5.0,80,Meio Campo,2,2.0,Argélia,0.0,inf,inf,30
Mathieu Debuchy,Todos,1.78,0.0,0,0.0,3,0.8,4,1.0,2,0.5,4,1.0,13,3.2,8,2.0,4,1.0,0,0.0,2,0.5,4.0,130,32.5,78,Zagueiro,34,8.5,França,0.0,0.0,0.5,28
Peter Odemwingie,Todos,1.81,0.0,0,0.0,1,0.2,9,2.2,5,1.2,7,1.8,6,1.5,8,2.0,4,1.0,1,0.2,0,0.0,4.0,97,24.2,79,Atacante,18,4.5,Nigéria,0.0,0.14285714285714285,0.7142857142857143,32
Fred,Todos,1.86,0.0,0,0.0,1,0.2,2,0.5,8,2.0,9,2.2,2,0.5,2,0.5,4,1.0,1,0.2,4,1.0,4.0,39,9.8,90,Atacante,6,1.5,Brasil,0.0,0.1111111111111111,0.8888888888888888,30
Yohan Cabaye,Todos,1.75,2.0,0,0.0,5,1.2,4,1.0,0,0.0,5,1.2,2,0.5,9,2.2,3,0.8,0,0.0,1,0.2,4.0,196,49.0,72,Meio Campo,39,9.8,França,0.0,0.0,0.0,28
Karim Benzema,Todos,1.85,0.0,2,0.4,0,0.0,0,0.0,25,5.0,32,6.4,7,1.4,2,0.4,4,0.8,3,0.6,3,0.6,5.0,109,21.8,79,Atacante,5,1.0,França,0.0,0.09375,0.78125,26
Kevin Mirallas,Todos,1.79,0.0,0,0.0,0,0.0,0,0.0,4,1.3,5,1.7,5,1.7,4,1.3,1,0.3,0,0.0,3,1.0,3.0,37,12.3,72,Atacante,6,2.0,Bélgica,0.0,0.0,0.8,26
Landry N'Guemo,Todos,1.72,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2.0,6,6.0,0,0.0,0,0.0,1.0,44,44.0,70,Meio Campo,5,5.0,Camarões,0.0,0.0,0.0,28
Blaise Matuidi,Todos,1.75,1.0,0,0.0,6,1.2,9,1.8,5,1.0,8,1.6,10,2.0,9,1.8,9,1.8,1,0.2,0,0.0,5.0,212,42.4,70,Meio Campo,23,4.6,França,0.0,0.125,0.625,27
Hugo Lloris,Todos,1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.0,0,0.0,73,Goleiro,0,0.0,França,0.0,inf,inf,27
Stephane Mbia,Todos,1.90,1.0,0,0.0,2,0.7,4,1.3,0,0.0,4,1.3,3,1.0,5,1.7,7,2.3,0,0.0,0,0.0,3.0,118,39.3,85,Meio Campo,17,5.7,Camarões,0.0,0.0,0.0,28
Stephan Lichtsteiner,Todos,1.80,0.0,1,0.2,11,2.8,3,0.8,1,0.2,2,0.5,7,1.8,6,1.5,7,1.8,0,0.0,0,0.0,4.0,147,36.8,77,Zagueiro,23,5.8,Suíça,0.0,0.0,0.5,30
Carl Medjani,Todos,1.80,0.0,1,0.3,1,0.3,6,2.0,0,0.0,2,0.7,1,0.3,8,2.7,3,1.0,0,0.0,0,0.0,3.0,62,20.7,77,Zagueiro,16,5.3,Argélia,0.0,0.0,0.0,29
Mathieu Valbuena,Todos,1.67,0.0,1,0.2,1,0.2,3,0.8,6,1.5,8,2.0,26,6.5,7,1.8,7,1.8,1,0.2,2,0.5,4.0,167,41.8,58,Meio Campo,10,2.5,França,0.0,0.125,0.75,29
Loic Remy,Todos,1.85,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,4,2.0,0,0.0,1,0.5,0,0.0,0,0.0,2.0,14,7.0,82,Atacante,0,0.0,França,0.0,0.0,1.0,27
Edison Méndez,Todos,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,4,4.0,68,Meio Campo,0,0.0,Equador,0.0,inf,inf,35
Carlos Salcido,Todos,1.76,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0,0,0.0,3,1.5,0,0.0,0,0.0,0,0.0,2.0,28,14.0,70,Zagueiro,8,4.0,México,0.0,0.0,0.5,34
Klaas-Jan Huntelaar,Todos,1.87,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1.0,4,4.0,78,Atacante,0,0.0,Holanda,0.0,1.0,1.0,30
Wesley Sneijder,Todos,1.71,0.0,2,0.5,1,0.2,4,1.0,10,2.5,11,2.8,12,3.0,6,1.5,2,0.5,1,0.2,0,0.0,4.0,122,30.5,67,Meio Campo,13,3.2,Holanda,0.0,0.09090909090909091,0.9090909090909091,30
Thomas Vermaelen,Todos,1.78,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.0,19,19.0,75,Zagueiro,3,3.0,Bélgica,0.0,inf,inf,28
Paul Verhaegh,Todos,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1.0,27,27.0,72,Zagueiro,3,3.0,Holanda,0.0,inf,inf,30
Luis Suárez,Todos,1.81,0.0,0,0.0,0,0.0,5,2.5,9,4.5,12,6.0,11,5.5,7,3.5,2,1.0,2,1.0,3,1.5,2.0,33,16.5,81,Atacante,3,1.5,Uruguai,0.0,0.16666666666666666,0.75,27
Haris Medunjanin,Todos,1.88,0.0,0,0.0,1,0.5,1,0.5,0,0.0,2,1.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2.0,86,43.0,83,Meio Campo,3,1.5,Bósnia,0.0,0.0,0.0,29
Ron Vlaar,Todos,1.90,0.0,0,0.0,5,1.2,7,1.8,0,0.0,2,0.5,0,0.0,2,0.5,1,0.2,0,0.0,0,0.0,4.0,119,29.8,79,Zagueiro,25,6.2,Holanda,0.0,0.0,0.0,29
Moussa Dembele,Todos,1.85,1.0,0,0.0,3,1.5,7,3.5,0,0.0,1,0.5,0,0.0,5,2.5,5,2.5,0,0.0,0,0.0,2.0,81,40.5,82,Meio Campo,10,5.0,Bélgica,0.0,0.0,0.0,26
Danijel Pranjic,Todos,1.72,0.0,1,0.5,1,0.5,7,3.5,1,0.5,2,1.0,3,1.5,1,0.5,1,0.5,0,0.0,1,0.5,2.0,72,36.0,70,Zagueiro,6,3.0,Croácia,0.0,0.0,0.5,32
Jonathan De Guzmán,Todos,1.74,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,3,1.5,0,0.0,0,0.0,0,0.0,2.0,45,22.5,65,Meio Campo,8,4.0,Holanda,0.0,inf,inf,26
Jeremain Lens,Todos,1.78,0.0,0,0.0,0,0.0,6,2.0,2,0.7,3,1.0,0,0.0,10,3.3,5,1.7,0,0.0,0,0.0,3.0,12,4.0,73,Atacante,2,0.7,Holanda,0.0,0.0,0.6666666666666666,26
Jan Vertonghen,Todos,1.89,1.0,0,0.0,9,2.2,7,1.8,5,1.2,10,2.5,16,4.0,4,1.0,1,0.2,1,0.2,0,0.0,4.0,141,35.2,86,Zagueiro,27,6.8,Bélgica,0.0,0.1,0.5,27
Michel Vorm,Todos,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Goleiro,0,0.0,Holanda,0.0,inf,inf,30
Antonio Cassano,Todos,1.75,0.0,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,3,1.5,0,0.0,3,1.5,0,0.0,1,0.5,2.0,23,11.5,78,Atacante,0,0.0,Itália,0.0,0.0,0.5,31
Iker Casillas,Todos,1.85,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,0,0.0,84,Goleiro,0,0.0,Espanha,0.0,inf,inf,33
Xavi,Todos,1.70,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,67,67.0,68,Meio Campo,1,1.0,Espanha,0.0,inf,inf,34
Samuel Eto'o,Todos,1.81,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,1.0,15,15.0,75,Atacante,0,0.0,Camarões,0.0,0.0,0.0,33
Diego Forlán,Todos,1.81,0.0,0,0.0,0,0.0,0,0.0,1,0.5,4,2.0,4,2.0,1,0.5,0,0.0,0,0.0,0,0.0,2.0,32,16.0,75,Atacante,0,0.0,Uruguai,0.0,0.0,0.25,35
Rafael Márquez,Todos,1.84,1.0,1,0.2,4,1.0,3,0.8,1,0.2,3,0.8,2,0.5,3,0.8,5,1.2,1,0.2,0,0.0,4.0,174,43.5,74,Zagueiro,32,8.0,México,0.0,0.3333333333333333,0.3333333333333333,35
Andrés Iniesta,Todos,1.70,0.0,1,0.3,0,0.0,0,0.0,3,1.0,4,1.3,6,2.0,3,1.0,8,2.7,0,0.0,1,0.3,3.0,188,62.7,65,Meio Campo,10,3.3,Espanha,0.0,0.0,0.75,30
Thiago Motta,Todos,1.87,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,3.0,78,26.0,83,Meio Campo,4,1.3,Itália,0.0,0.0,0.0,31
Fernando Torres,Todos,1.86,0.0,0,0.0,0,0.0,0,0.0,2,0.7,2,0.7,3,1.0,2,0.7,3,1.0,1,0.3,3,1.0,3.0,24,8.0,70,Atacante,6,2.0,Espanha,0.0,0.5,1.0,30
Maxi Rodríguez,Todos,1.80,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,27,27.0,74,Meio Campo,1,1.0,Argentina,0.0,0.0,0.0,33
Claudio Bravo,Todos,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,84,Goleiro,0,0.0,Chile,0.0,inf,inf,31
Dani Alves,Todos,1.75,1.0,0,0.0,4,1.0,10,2.5,2,0.5,5,1.2,15,3.8,4,1.0,6,1.5,0,0.0,0,0.0,4.0,238,59.5,64,Zagueiro,49,12.2,Brasil,0.0,0.0,0.4,31
David Villa,Todos,1.75,0.0,0,0.0,2,2.0,0,0.0,1,1.0,1,1.0,2,2.0,2,2.0,2,2.0,1,1.0,3,3.0,1.0,15,15.0,69,Atacante,1,1.0,Espanha,0.0,1.0,1.0,32
Sergio Agüero,Todos,1.72,0.0,0,0.0,2,0.7,0,0.0,3,1.0,5,1.7,6,2.0,1,0.3,5,1.7,0,0.0,0,0.0,3.0,26,8.7,69,Atacante,1,0.3,Argentina,0.0,0.0,0.6,26
Pablo Zabaleta,Todos,1.74,0.0,0,0.0,4,1.0,3,0.8,0,0.0,1,0.2,9,2.2,5,1.2,3,0.8,0,0.0,0,0.0,4.0,161,40.2,74,Zagueiro,22,5.5,Argentina,0.0,0.0,0.0,29
Pierre Webó,Todos,1.80,0.0,0,0.0,2,0.7,0,0.0,1,0.3,2,0.7,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,3.0,8,2.7,78,Atacante,0,0.0,Camarões,0.0,0.0,0.5,32
Santi Cazorla,Todos,1.69,0.0,0,0.0,0,0.0,0,0.0,3,1.5,3,1.5,4,2.0,0,0.0,2,1.0,0,0.0,0,0.0,2.0,48,24.0,66,Meio Campo,4,2.0,Espanha,0.0,0.0,1.0,29
Juanfran,Todos,1.80,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,6,6.0,1,1.0,2,2.0,0,0.0,0,0.0,1.0,53,53.0,72,Zagueiro,11,11.0,Espanha,0.0,inf,inf,29
Sergio Ramos,Todos,1.83,1.0,0,0.0,1,0.3,2,0.7,3,1.0,6,2.0,0,0.0,4,1.3,3,1.0,0,0.0,0,0.0,3.0,162,54.0,75,Zagueiro,36,12.0,Espanha,0.0,0.0,0.5,28
Raúl Albiol,Todos,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,34,34.0,82,Zagueiro,4,4.0,Espanha,0.0,inf,inf,28
Javad Nekounam,Todos,1.88,0.0,1,0.3,2,0.7,1,0.3,0,0.0,0,0.0,1,0.3,2,0.7,2,0.7,0,0.0,0,0.0,3.0,70,23.3,78,Meio Campo,23,7.7,Irã,0.0,inf,inf,33
Ezequiel Garay,Todos,1.86,1.0,0,0.0,5,1.2,2,0.5,1,0.2,4,1.0,1,0.2,6,1.5,1,0.2,0,0.0,0,0.0,4.0,203,50.8,85,Zagueiro,32,8.0,Argentina,0.0,0.0,0.25,27
Lionel Messi,Todos,1.69,0.0,1,0.2,0,0.0,2,0.5,8,2.0,15,3.8,15,3.8,1,0.2,10,2.5,4,1.0,1,0.2,4.0,159,39.8,67,Atacante,13,3.2,Argentina,0.0,0.26666666666666666,0.5333333333333333,27
Gerard Piqué,Todos,1.92,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1.0,53,53.0,85,Zagueiro,3,3.0,Espanha,0.0,inf,inf,27
David Silva,Todos,1.70,0.0,0,0.0,3,1.0,3,1.0,2,0.7,3,1.0,1,0.3,0,0.0,5,1.7,0,0.0,1,0.3,3.0,100,33.3,67,Meio Campo,12,4.0,Espanha,0.0,0.0,0.6666666666666666,28
Javi Martínez,Todos,1.90,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,1.0,45,45.0,81,Meio Campo,6,6.0,Espanha,0.0,inf,inf,25
Ricardo Costa,Todos,1.83,0.0,0,0.0,4,2.0,2,1.0,0,0.0,0,0.0,0,0.0,3,1.5,2,1.0,0,0.0,0,0.0,2.0,67,33.5,80,Zagueiro,13,6.5,Portugal,0.0,inf,inf,33
Faryd Mondragón,Todos,1.91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,94,Goleiro,0,0.0,Colômbia,0.0,inf,inf,43
Stipe Pletikosa,Todos,1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,83,Goleiro,0,0.0,Croácia,0.0,inf,inf,35
Sergey Ignashevich,Todos,1.86,0.0,0,0.0,3,1.0,3,1.0,1,0.3,2,0.7,0,0.0,2,0.7,3,1.0,0,0.0,0,0.0,3.0,151,50.3,75,Zagueiro,24,8.0,Rússia,0.0,0.0,0.5,34
Kostas Katsouranis,Todos,1.83,0.0,0,0.0,1,0.3,4,1.3,1,0.3,1,0.3,4,1.3,5,1.7,1,0.3,0,0.0,0,0.0,3.0,101,33.7,81,Meio Campo,11,3.7,Grécia,1.0,0.0,1.0,35
Igor Akinfeev,Todos,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,71,Goleiro,0,0.0,Rússia,0.0,inf,inf,28
Darijo Srna,Todos,1.82,0.0,0,0.0,3,1.0,5,1.7,2,0.7,4,1.3,10,3.3,4,1.3,3,1.0,0,0.0,0,0.0,3.0,96,32.0,72,Zagueiro,19,6.3,Croácia,0.0,0.0,0.5,32
Fernandinho,Todos,1.79,0.0,0,0.0,1,0.5,8,4.0,2,1.0,3,1.5,0,0.0,8,4.0,3,1.5,1,0.5,1,0.5,2.0,36,18.0,67,Meio Campo,11,5.5,Brasil,0.0,0.3333333333333333,0.6666666666666666,29
Miguel Veloso,Todos,1.81,0.0,0,0.0,4,1.3,2,0.7,2,0.7,2,0.7,16,5.3,1,0.3,3,1.0,0,0.0,0,0.0,3.0,124,41.3,78,Meio Campo,19,6.3,Portugal,0.0,0.0,1.0,28
Joao Joao Moutinho,Todos,1.70,1.0,0,0.0,2,0.7,4,1.3,0,0.0,2,0.7,4,1.3,6,2.0,5,1.7,0,0.0,0,0.0,3.0,185,61.7,61,Meio Campo,15,5.0,Portugal,0.0,0.0,0.0,27
Nani,Todos,1.75,0.0,0,0.0,3,1.0,5,1.7,6,2.0,12,4.0,13,4.3,5,1.7,2,0.7,1,0.3,0,0.0,3.0,104,34.7,66,Atacante,13,4.3,Portugal,0.0,0.08333333333333333,0.5,27
Vasily Berezutskiy,Todos,1.88,0.0,0,0.0,3,1.0,1,0.3,0,0.0,1,0.3,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,3.0,163,54.3,83,Zagueiro,20,6.7,Rússia,0.0,0.0,0.0,32
Yury Zhirkov,Todos,1.80,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,18,18.0,75,Atacante,2,2.0,Rússia,0.0,0.0,0.0,30
Pepe,Todos,1.86,0.0,0,0.0,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,4,2.0,3,1.5,0,0.0,0,0.0,2.0,57,28.5,81,Zagueiro,22,11.0,Portugal,1.0,inf,inf,31
Bruno Alves,Todos,1.87,0.0,0,0.0,3,1.0,5,1.7,0,0.0,0,0.0,0,0.0,5,1.7,1,0.3,0,0.0,0,0.0,3.0,117,39.0,80,Zagueiro,34,11.3,Portugal,0.0,inf,inf,32
Raul Meireles,Todos,1.79,0.0,0,0.0,4,2.0,2,1.0,1,0.5,2,1.0,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,2.0,75,37.5,78,Meio Campo,12,6.0,Portugal,0.0,0.0,0.5,31
Vieirinha,Todos,1.70,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1.0,8,8.0,73,Atacante,3,3.0,Portugal,0.0,inf,inf,28
Vangelis Moras,Todos,1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,78,Zagueiro,0,0.0,Grécia,0.0,inf,inf,32
Sokratis Papastathopoulos,Todos,1.86,0.0,0,0.0,3,0.8,3,0.8,1,0.2,2,0.5,2,0.5,5,1.2,6,1.5,1,0.2,0,0.0,4.0,124,31.0,85,Zagueiro,28,7.0,Grécia,0.0,0.5,0.5,26
Jorge Fucile,Todos,1.77,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1.0,1,1.0,77,Zagueiro,0,0.0,Uruguai,0.0,inf,inf,29
Panagiotis Koné,Todos,1.84,0.0,0,0.0,0,0.0,3,1.0,2,0.7,5,1.7,5,1.7,2,0.7,5,1.7,0,0.0,0,0.0,3.0,34,11.3,74,Meio Campo,5,1.7,Grécia,0.0,0.0,0.4,26
Diego Lugano,Todos,1.88,2.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,0,0.0,0,0.0,1.0,32,32.0,83,Zagueiro,4,4.0,Uruguai,0.0,inf,inf,33
Loukas Vyntra,Todos,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,76,Zagueiro,0,0.0,Grécia,0.0,inf,inf,33
Alexandros Tziolis,Todos,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Meio Campo,0,0.0,Grécia,0.0,inf,inf,29
Dimitrios Salpingidis,Todos,1.71,1.0,0,0.0,0,0.0,3,0.8,3,0.8,3,0.8,8,2.0,4,1.0,6,1.5,0,0.0,3,0.8,4.0,40,10.0,74,Atacante,6,1.5,Grécia,0.0,0.0,1.0,32
Yann Sommer,Todos,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,79,Goleiro,0,0.0,Suíça,0.0,inf,inf,25
Ivan Rakitic,Todos,1.84,1.0,1,0.3,4,1.3,7,2.3,1,0.3,2,0.7,4,1.3,5,1.7,0,0.0,0,0.0,0,0.0,3.0,149,49.7,76,Meio Campo,30,10.0,Croácia,0.0,0.0,0.5,26
Eduardo,Todos,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,84,Goleiro,0,0.0,Portugal,0.0,inf,inf,31
James Troisi,Todos,1.77,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,2.0,15,7.5,81,Meio Campo,2,1.0,Austrália,0.0,0.0,0.0,26
Stephane Ruffier,Todos,1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,90,Goleiro,0,0.0,França,0.0,inf,inf,27
Mats Hummels,Todos,1.92,0.0,0,0.0,6,1.5,6,1.5,2,0.5,2,0.5,0,0.0,4,1.0,1,0.2,2,0.5,0,0.0,4.0,206,51.5,90,Zagueiro,42,10.5,Alemanha,0.0,1.0,1.0,25
Hélder Postiga,Todos,1.82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,3,3.0,76,Atacante,0,0.0,Portugal,0.0,inf,inf,31
Ivica Olic,Todos,1.83,0.0,0,0.0,1,0.3,10,3.3,3,1.0,5,1.7,12,4.0,6,2.0,0,0.0,1,0.3,0,0.0,3.0,38,12.7,85,Atacante,11,3.7,Croácia,0.0,0.2,0.6,34
Reza Ghoochannejhad,Todos,1.81,0.0,0,0.0,0,0.0,4,1.3,6,2.0,10,3.3,3,1.0,17,5.7,10,3.3,1,0.3,3,1.0,3.0,38,12.7,76,Atacante,5,1.7,Irã,0.0,0.1,0.6,26
Giorgos Karagounis,Todos,1.76,0.0,0,0.0,0,0.0,9,2.2,5,1.2,7,1.8,11,2.8,6,1.5,9,2.2,0,0.0,0,0.0,4.0,115,28.8,74,Meio Campo,9,2.2,Grécia,0.0,0.0,0.7142857142857143,37
Fraser Forster,Todos,2.01,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,76,Goleiro,0,0.0,Inglaterra,0.0,inf,inf,26
Matteo Darmian,Todos,1.82,0.0,0,0.0,1,0.3,4,1.3,2,0.7,3,1.0,5,1.7,4,1.3,4,1.3,0,0.0,1,0.3,3.0,102,34.0,70,Zagueiro,10,3.3,Itália,0.0,0.0,0.6666666666666666,24
Gonzalo Higuaín,Todos,1.84,0.0,1,0.2,2,0.5,0,0.0,4,1.0,7,1.8,4,1.0,2,0.5,2,0.5,0,0.0,0,0.0,4.0,64,16.0,82,Atacante,6,1.5,Argentina,0.0,0.0,0.5714285714285714,26
Marcelo,Todos,1.74,0.0,1,0.2,4,1.0,8,2.0,1,0.2,3,0.8,9,2.2,4,1.0,8,2.0,0,0.0,0,0.0,4.0,199,49.8,75,Zagueiro,42,10.5,Brasil,0.0,0.0,0.3333333333333333,26
Matthew Spiranovic,Todos,1.88,1.0,0,0.0,5,1.7,1,0.3,1,0.3,2,0.7,0,0.0,5,1.7,3,1.0,0,0.0,0,0.0,3.0,116,38.7,87,Zagueiro,17,5.7,Austrália,0.0,0.0,0.5,26
Yasuhito Endo,Todos,1.78,0.0,0,0.0,0,0.0,3,1.5,2,1.0,2,1.0,3,1.5,2,1.0,0,0.0,0,0.0,0,0.0,2.0,76,38.0,75,Meio Campo,2,1.0,Japão,0.0,0.0,1.0,34
Christian Bolanos,Todos,1.78,0.0,2,0.5,1,0.2,3,0.8,4,1.0,5,1.2,10,2.5,12,3.0,3,0.8,0,0.0,1,0.2,4.0,72,18.0,67,Meio Campo,11,2.8,Costa Rica,0.0,0.0,0.8,30
Maynor Figueroa,Todos,1.84,0.0,0,0.0,8,2.7,6,2.0,1,0.3,5,1.7,0,0.0,8,2.7,5,1.7,0,0.0,0,0.0,3.0,130,43.3,82,Zagueiro,31,10.3,Honduras,0.0,0.0,0.2,31
Wilson Palacios,Todos,1.81,0.0,0,0.0,3,1.5,2,1.0,1,0.5,2,1.0,0,0.0,3,1.5,8,4.0,0,0.0,0,0.0,2.0,92,46.0,71,Meio Campo,13,6.5,Honduras,1.0,0.0,0.5,29
Roy Miller,Todos,1.89,0.0,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,2,2.0,1,1.0,0,0.0,0,0.0,1.0,28,28.0,77,Zagueiro,11,11.0,Costa Rica,0.0,inf,inf,29
Randall Brenes,Todos,1.70,0.0,0,0.0,2,0.7,2,0.7,1,0.3,3,1.0,4,1.3,4,1.3,0,0.0,0,0.0,2,0.7,3.0,26,8.7,72,Atacante,2,0.7,Costa Rica,0.0,0.0,0.3333333333333333,30
Boniek García,Todos,1.76,1.0,0,0.0,0,0.0,2,0.7,2,0.7,2,0.7,4,1.3,2,0.7,9,3.0,0,0.0,0,0.0,3.0,69,23.0,72,Meio Campo,4,1.3,Honduras,0.0,0.0,1.0,29
Marcelo Díaz,Todos,1.68,0.0,0,0.0,0,0.0,6,1.5,1,0.2,6,1.5,7,1.8,5,1.2,2,0.5,0,0.0,0,0.0,4.0,197,49.2,67,Meio Campo,26,6.5,Chile,0.0,0.0,0.16666666666666666,27
Martín Silva,Todos,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goleiro,0,0.0,Uruguai,0.0,inf,inf,31
Álvaro González,Todos,1.75,0.0,0,0.0,2,0.5,6,1.5,3,0.8,3,0.8,5,1.2,4,1.0,2,0.5,0,0.0,0,0.0,4.0,78,19.5,72,Meio Campo,20,5.0,Uruguai,0.0,0.0,1.0,29
